2020-08-24,11588.61,11832.55,11673.0,11673.42
2020-08-24,11588.61,11832.55,11673.42,11667.5
2020-08-24,11588.61,11832.55,11667.5,11650.36
2020-08-24,11588.61,11832.55,11650.36,11648.07
2020-08-24,11588.61,11832.55,11647.64,11661.28
2020-08-24,11588.61,11832.55,11661.78,11661.53
2020-08-24,11588.61,11832.55,11654.48,11677.88
2020-08-24,11588.61,11832.55,11676.28,11669.24
2020-08-24,11588.61,11832.55,11669.24,11670.34
2020-08-24,11588.61,11832.55,11677.84,11673.5
2020-08-24,11588.61,11832.55,11675.92,11688.72
2020-08-24,11588.61,11832.55,11685.64,11694.69
2020-08-24,11588.61,11832.55,11687.29,11673.78
2020-08-24,11588.61,11832.55,11671.37,11674.83
2020-08-24,11588.61,11832.55,11670.47,11681.56
2020-08-24,11588.61,11832.55,11690.05,11704.82
2020-08-24,11588.61,11832.55,11699.07,11707.56
2020-08-24,11588.61,11832.55,11704.73,11700.44
2020-08-24,11588.61,11832.55,11698.75,11696.24
2020-08-24,11588.61,11832.55,11701.05,11704.55
2020-08-24,11588.61,11832.55,11704.9,11688.83
2020-08-24,11588.61,11832.55,11688.83,11691.88
2020-08-24,11588.61,11832.55,11690.69,11683.91
2020-08-24,11588.61,11832.55,11690.29,11680.3
2020-08-24,11588.61,11832.55,11685.28,11663.6
2020-08-24,11588.61,11832.55,11662.7,11657.64
2020-08-24,11588.61,11832.55,11657.64,11657.97
2020-08-24,11588.61,11832.55,11657.96,11652.11
2020-08-24,11588.61,11832.55,11652.3,11645.0
2020-08-24,11588.61,11832.55,11654.07,11642.84
2020-08-24,11588.61,11832.55,11642.84,11658.28
2020-08-24,11588.61,11832.55,11668.95,11671.61
2020-08-24,11588.61,11832.55,11671.61,11666.2
2020-08-24,11588.61,11832.55,11666.2,11650.7
2020-08-24,11588.61,11832.55,11650.7,11671.26
2020-08-24,11588.61,11832.55,11671.26,11671.71
2020-08-24,11588.61,11832.55,11670.81,11675.27
2020-08-24,11588.61,11832.55,11679.85,11673.0
2020-08-24,11588.61,11832.55,11673.0,11658.7
2020-08-24,11588.61,11832.55,11652.12,11650.08
2020-08-24,11588.61,11832.55,11650.08,11646.71
2020-08-24,11588.61,11832.55,11646.71,11643.86
2020-08-24,11588.61,11832.55,11643.86,11648.07
2020-08-24,11588.61,11832.55,11648.33,11645.32
2020-08-24,11588.61,11832.55,11646.91,11645.73
2020-08-24,11588.61,11832.55,11645.73,11654.6
2020-08-24,11588.61,11832.55,11658.5,11658.16
2020-08-24,11588.61,11832.55,11662.21,11675.23
2020-08-24,11588.61,11832.55,11678.56,11669.62
2020-08-24,11588.61,11832.55,11673.19,11673.08
2020-08-24,11588.61,11832.55,11670.26,11671.26
2020-08-24,11588.61,11832.55,11675.35,11674.59
2020-08-24,11588.61,11832.55,11675.36,11659.0
2020-08-24,11588.61,11832.55,11661.2,11651.23
2020-08-24,11588.61,11832.55,11653.33,11644.65
2020-08-24,11588.61,11832.55,11653.7,11625.83
2020-08-24,11588.61,11832.55,11632.99,11614.88
2020-08-24,11588.61,11832.55,11614.74,11602.33
2020-08-24,11588.61,11832.55,11593.11,11619.26
2020-08-24,11588.61,11832.55,11618.79,11623.25
2020-08-24,11588.61,11832.55,11621.89,11629.03
2020-08-24,11588.61,11832.55,11623.76,11616.52
2020-08-24,11588.61,11832.55,11616.62,11615.49
2020-08-24,11588.61,11832.55,11618.97,11627.33
2020-08-24,11588.61,11832.55,11631.82,11638.78
2020-08-24,11588.61,11832.55,11628.48,11622.04
2020-08-24,11588.61,11832.55,11621.37,11606.48
2020-08-24,11588.61,11832.55,11605.47,11605.74
2020-08-24,11588.61,11832.55,11605.74,11607.27
2020-08-24,11588.61,11832.55,11609.31,11621.57
2020-08-24,11588.61,11832.55,11617.24,11626.72
2020-08-24,11588.61,11832.55,11626.72,11623.9
2020-08-24,11588.61,11832.55,11620.5,11632.69
2020-08-24,11588.61,11832.55,11623.39,11637.25
2020-08-24,11588.61,11832.55,11629.48,11635.67
2020-08-24,11588.61,11832.55,11638.0,11639.58
2020-08-24,11588.61,11832.55,11639.48,11661.07
2020-08-24,11588.61,11832.55,11653.99,11656.2
2020-08-24,11588.61,11832.55,11656.2,11663.7
2020-08-24,11588.61,11832.55,11664.28,11658.68
2020-08-24,11588.61,11832.55,11655.78,11663.42
2020-08-24,11588.61,11832.55,11663.42,11660.1
2020-08-24,11588.61,11832.55,11660.1,11664.74
2020-08-24,11588.61,11832.55,11664.74,11647.78
2020-08-24,11588.61,11832.55,11647.41,11650.0
2020-08-24,11588.61,11832.55,11650.0,11652.86
2020-08-24,11588.61,11832.55,11655.0,11666.17
2020-08-24,11588.61,11832.55,11666.49,11676.75
2020-08-24,11588.61,11832.55,11676.75,11674.97
2020-08-24,11588.61,11832.55,11679.68,11685.82
2020-08-24,11588.61,11832.55,11685.57,11686.86
2020-08-24,11588.61,11832.55,11685.02,11677.83
2020-08-24,11588.61,11832.55,11677.73,11670.19
2020-08-24,11588.61,11832.55,11672.25,11680.38
2020-08-24,11588.61,11832.55,11672.73,11680.86
2020-08-24,11588.61,11832.55,11680.86,11674.39
2020-08-24,11588.61,11832.55,11673.21,11673.02
2020-08-24,11588.61,11832.55,11673.02,11672.6
2020-08-24,11588.61,11832.55,11672.09,11667.68
2020-08-24,11588.61,11832.55,11667.68,11660.58
2020-08-24,11588.61,11832.55,11661.28,11655.91
2020-08-24,11588.61,11832.55,11659.0,11665.18
2020-08-24,11588.61,11832.55,11666.52,11670.04
2020-08-24,11588.61,11832.55,11667.04,11666.58
2020-08-24,11588.61,11832.55,11666.43,11684.31
2020-08-24,11588.61,11832.55,11675.21,11683.15
2020-08-24,11588.61,11832.55,11676.68,11679.41
2020-08-24,11588.61,11832.55,11679.41,11683.12
2020-08-24,11588.61,11832.55,11675.99,11669.38
2020-08-24,11588.61,11832.55,11679.67,11678.37
2020-08-24,11588.61,11832.55,11681.27,11676.86
2020-08-24,11588.61,11832.55,11671.08,11658.4
2020-08-24,11588.61,11832.55,11659.67,11652.11
2020-08-24,11588.61,11832.55,11652.01,11655.67
2020-08-24,11588.61,11832.55,11656.94,11662.69
2020-08-24,11588.61,11832.55,11662.73,11665.89
2020-08-24,11588.61,11832.55,11665.64,11674.67
2020-08-24,11588.61,11832.55,11679.54,11706.3
2020-08-24,11588.61,11832.55,11708.06,11685.59
2020-08-24,11588.61,11832.55,11693.21,11689.07
2020-08-24,11588.61,11832.55,11689.76,11695.48
2020-08-24,11588.61,11832.55,11702.98,11725.5
2020-08-24,11588.61,11832.55,11727.62,11735.14
2020-08-24,11588.61,11832.55,11739.0,11736.16
2020-08-24,11588.61,11832.55,11735.92,11750.4
2020-08-24,11588.61,11832.55,11757.32,11763.08
2020-08-24,11588.61,11832.55,11760.0,11770.53
2020-08-24,11588.61,11832.55,11771.07,11763.76
2020-08-24,11588.61,11832.55,11764.19,11764.41
2020-08-24,11588.61,11832.55,11771.6,11761.71
2020-08-24,11588.61,11832.55,11774.28,11771.38
2020-08-24,11588.61,11832.55,11764.96,11761.21
2020-08-24,11588.61,11832.55,11757.34,11745.08
2020-08-24,11588.61,11832.55,11743.6,11753.95
2020-08-24,11588.61,11832.55,11753.39,11756.72
2020-08-24,11588.61,11832.55,11756.79,11768.06
2020-08-24,11588.61,11832.55,11774.2,11785.32
2020-08-24,11588.61,11832.55,11792.64,11784.51
2020-08-24,11588.61,11832.55,11777.78,11784.55
2020-08-24,11588.61,11832.55,11783.34,11781.12
2020-08-24,11588.61,11832.55,11779.93,11766.48
2020-08-24,11588.61,11832.55,11767.14,11767.78
2020-08-24,11588.61,11832.55,11768.0,11769.22
2020-08-24,11588.61,11832.55,11769.9,11783.79
2020-08-24,11588.61,11832.55,11788.86,11784.5
2020-08-24,11588.61,11832.55,11790.3,11794.63
2020-08-24,11588.61,11832.55,11792.0,11787.0
2020-08-24,11588.61,11832.55,11787.0,11771.05
2020-08-24,11588.61,11832.55,11772.22,11770.0
2020-08-24,11588.61,11832.55,11770.0,11778.34
2020-08-24,11588.61,11832.55,11781.58,11786.88
2020-08-24,11588.61,11832.55,11779.77,11770.68
2020-08-24,11588.61,11832.55,11770.0,11779.88
2020-08-24,11588.61,11832.55,11780.0,11777.93
2020-08-24,11588.61,11832.55,11777.46,11780.59
2020-08-24,11588.61,11832.55,11788.33,11789.6
2020-08-24,11588.61,11832.55,11789.61,11793.88
2020-08-24,11588.61,11832.55,11796.05,11791.25
2020-08-24,11588.61,11832.55,11793.12,11787.92
2020-08-24,11588.61,11832.55,11787.7,11785.0
2020-08-24,11588.61,11832.55,11788.64,11780.7
2020-08-24,11588.61,11832.55,11780.01,11794.69
2020-08-24,11588.61,11832.55,11784.81,11803.0
2020-08-24,11588.61,11832.55,11798.5,11788.55
2020-08-24,11588.61,11832.55,11788.45,11779.6
2020-08-24,11588.61,11832.55,11785.16,11812.0
2020-08-24,11588.61,11832.55,11812.54,11813.06
2020-08-24,11588.61,11832.55,11809.46,11820.12
2020-08-24,11588.61,11832.55,11820.0,11814.53
2020-08-24,11588.61,11832.55,11806.77,11810.59
2020-08-24,11588.61,11832.55,11813.61,11826.99
2020-08-24,11588.61,11832.55,11826.17,11797.38
2020-08-24,11588.61,11832.55,11792.64,11793.26
2020-08-24,11588.61,11832.55,11791.92,11790.0
2020-08-24,11588.61,11832.55,11790.0,11791.22
2020-08-24,11588.61,11832.55,11801.04,11796.07
2020-08-24,11588.61,11832.55,11799.71,11812.51
2020-08-24,11588.61,11832.55,11809.48,11817.07
2020-08-24,11588.61,11832.55,11817.52,11820.0
2020-08-24,11588.61,11832.55,11823.17,11795.85
2020-08-24,11588.61,11832.55,11797.61,11793.32
2020-08-24,11588.61,11832.55,11793.32,11790.8
2020-08-24,11588.61,11832.55,11790.7,11784.68
2020-08-24,11588.61,11832.55,11785.32,11780.0
2020-08-24,11588.61,11832.55,11780.0,11780.0
2020-08-24,11588.61,11832.55,11780.0,11788.76
2020-08-24,11588.61,11832.55,11794.82,11793.24
2020-08-24,11588.61,11832.55,11792.36,11782.14
2020-08-24,11588.61,11832.55,11780.25,11772.68
2020-08-24,11588.61,11832.55,11773.0,11771.71
2020-08-24,11588.61,11832.55,11771.71,11776.59
2020-08-24,11588.61,11832.55,11775.39,11785.47
2020-08-24,11588.61,11832.55,11786.05,11790.5
